scheme,individual,contrast_id,description,terms_json,estimate_unit,n_blocks,full_estimate_pp,mean_delete_one_pp,jackknife_bias_corrected_pp,jackknife_se_pp,t_critical_975,ci95_lo_pp,ci95_hi_pp,ci_excludes_zero
10mb,ORT15,rescale5_shift_nu_minus_fu,Difference in rescale5 shift: non-UDG minus full-UDG,"[{""state"":""ORT15:nu:rescale5"",""coefficient"":1.0},{""state"":""ORT15:nu:raw"",""coefficient"":-1.0},{""state"":""ORT15:fu:rescale5"",""coefficient"":-1.0},{""state"":""ORT15:fu:raw"",""coefficient"":1.0}]",percentage_points,289,0.120576011071,0.120575858065,0.120620076766,0.0232822902841,1.96823517361,0.0747950541068,0.166445099426,yes
10mb,ORT15,rescale12_shift_nu_minus_fu,Difference in rescale12 shift: non-UDG minus full-UDG,"[{""state"":""ORT15:nu:rescale12"",""coefficient"":1.0},{""state"":""ORT15:nu:raw"",""coefficient"":-1.0},{""state"":""ORT15:fu:rescale12"",""coefficient"":-1.0},{""state"":""ORT15:fu:raw"",""coefficient"":1.0}]",percentage_points,289,0.103311310749,0.103311129562,0.103363492467,0.0321823263059,1.96823517361,0.0400211058634,0.166705879072,yes
10mb,ORT16,raw_nu_minus_raw_fu,Uncorrected non-UDG minus uncorrected full-UDG DeltaALT,"[{""state"":""ORT16:nu:raw"",""coefficient"":1.0},{""state"":""ORT16:fu:raw"",""coefficient"":-1.0}]",percentage_points,289,0.300258220287,0.300258213046,0.300260305777,0.0404362679117,1.96823517361,0.220672220984,0.379848390571,yes
10mb,ORT16,fu_trim5_minus_raw,fu trim5 minus fu raw DeltaALT,"[{""state"":""ORT16:fu:trim5"",""coefficient"":1.0},{""state"":""ORT16:fu:raw"",""coefficient"":-1.0}]",percentage_points,289,-0.471596231477,-0.471596074787,-0.47164135812,0.00662112219035,1.96823517361,-0.484673283704,-0.458609432537,yes
10mb,ORT16,fu_rescale5_minus_raw,fu rescale5 minus fu raw DeltaALT,"[{""state"":""ORT16:fu:rescale5"",""coefficient"":1.0},{""state"":""ORT16:fu:raw"",""coefficient"":-1.0}]",percentage_points,289,-1.08180858867,-1.08180849182,-1.08183648042,0.00673595912523,1.96823517361,-1.0950944321,-1.06857852874,yes
10mb,ORT16,fu_rescale12_minus_raw,fu rescale12 minus fu raw DeltaALT,"[{""state"":""ORT16:fu:rescale12"",""coefficient"":1.0},{""state"":""ORT16:fu:raw"",""coefficient"":-1.0}]",percentage_points,289,-1.96947155874,-1.96947154498,-1.96947551916,0.0135798560711,1.96823517361,-1.99620386953,-1.94274716879,yes
10mb,ORT16,fu_bamrefine5_minus_raw,fu bamrefine5 minus fu raw DeltaALT,"[{""state"":""ORT16:fu:bamrefine5"",""coefficient"":1.0},{""state"":""ORT16:fu:raw"",""coefficient"":-1.0}]",percentage_points,289,-0.451238309104,-0.45123812237,-0.451292088304,0.00550401325285,1.96823517361,-0.462125280784,-0.440458895824,yes
10mb,ORT16,nu_trim5_minus_raw,nu trim5 minus nu raw DeltaALT,"[{""state"":""ORT16:nu:trim5"",""coefficient"":1.0},{""state"":""ORT16:nu:raw"",""coefficient"":-1.0}]",percentage_points,289,-0.406125582348,-0.406125681161,-0.406097124124,0.0262116975317,1.96823517361,-0.457687909166,-0.354506339082,yes
10mb,ORT16,nu_trim10_minus_raw,nu trim10 minus nu raw DeltaALT,"[{""state"":""ORT16:nu:trim10"",""coefficient"":1.0},{""state"":""ORT16:nu:raw"",""coefficient"":-1.0}]",percentage_points,289,-0.501592186453,-0.501592440985,-0.501518881243,0.0427821485487,1.96823517361,-0.58572421082,-0.417313551667,yes
10mb,ORT16,nu_rescale5_minus_raw,nu rescale5 minus nu raw DeltaALT,"[{""state"":""ORT16:nu:rescale5"",""coefficient"":1.0},{""state"":""ORT16:nu:raw"",""coefficient"":-1.0}]",percentage_points,289,-1.06805002615,-1.0680500636,-1.06803924185,0.0183063432391,1.96823517361,-1.10407043051,-1.03200805319,yes
10mb,ORT16,nu_rescale10_minus_raw,nu rescale10 minus nu raw DeltaALT,"[{""state"":""ORT16:nu:rescale10"",""coefficient"":1.0},{""state"":""ORT16:nu:raw"",""coefficient"":-1.0}]",percentage_points,289,-1.76190600501,-1.76190606264,-1.76188940576,0.0261448873734,1.96823517361,-1.8133486927,-1.71043011882,yes
10mb,ORT16,nu_rescale12_minus_raw,nu rescale12 minus nu raw DeltaALT,"[{""state"":""ORT16:nu:rescale12"",""coefficient"":1.0},{""state"":""ORT16:nu:raw"",""coefficient"":-1.0}]",percentage_points,289,-1.98462252471,-1.98462257436,-1.98460822478,0.0282454000378,1.96823517361,-2.04020181462,-1.92901463493,yes
10mb,ORT16,nu_bamrefine5_minus_raw,nu bamrefine5 minus nu raw DeltaALT,"[{""state"":""ORT16:nu:bamrefine5"",""coefficient"":1.0},{""state"":""ORT16:nu:raw"",""coefficient"":-1.0}]",percentage_points,289,-0.388704167205,-0.388704210307,-0.388691754088,0.018780321582,1.96823517361,-0.425655843598,-0.351727664579,yes
10mb,ORT16,nu_bamrefine10_minus_raw,nu bamrefine10 minus nu raw DeltaALT,"[{""state"":""ORT16:nu:bamrefine10"",""coefficient"":1.0},{""state"":""ORT16:nu:raw"",""coefficient"":-1.0}]",percentage_points,289,-0.527535996264,-0.527536053784,-0.527519430437,0.0264178315685,1.96823517361,-0.579515935741,-0.475522925134,yes
10mb,ORT16,nu_bamrefine5_minus_rescale5,Non-UDG bamRefine-5 minus Rescale-5 DeltaALT,"[{""state"":""ORT16:nu:bamrefine5"",""coefficient"":1.0},{""state"":""ORT16:nu:rescale5"",""coefficient"":-1.0}]",percentage_points,289,0.679345858945,0.679345853289,0.67934748776,0.0189524573316,1.96823517361,0.642044594614,0.716650380907,yes
10mb,ORT16,rescale5_shift_nu_minus_fu,Difference in rescale5 shift: non-UDG minus full-UDG,"[{""state"":""ORT16:nu:rescale5"",""coefficient"":1.0},{""state"":""ORT16:nu:raw"",""coefficient"":-1.0},{""state"":""ORT16:fu:rescale5"",""coefficient"":-1.0},{""state"":""ORT16:fu:raw"",""coefficient"":1.0}]",percentage_points,289,0.0137585625199,0.0137584282281,0.0137972385735,0.0176711727175,1.96823517361,-0.020983785128,0.0485782622751,no
10mb,ORT16,rescale12_shift_nu_minus_fu,Difference in rescale12 shift: non-UDG minus full-UDG,"[{""state"":""ORT16:nu:rescale12"",""coefficient"":1.0},{""state"":""ORT16:nu:raw"",""coefficient"":-1.0},{""state"":""ORT16:fu:rescale12"",""coefficient"":-1.0},{""state"":""ORT16:fu:raw"",""coefficient"":1.0}]",percentage_points,289,-0.0151509659754,-0.0151510293794,-0.0151327056181,0.0254522977637,1.96823517361,-0.0652288133258,0.0349634020897,no
