population	n	PC1_mean	PC2_mean	PC3_mean	PC4_mean	PC5_mean	PC6_mean	PC7_mean	PC8_mean	PC9_mean	PC10_mean	mean_distance_to_centroid_PC1_2	mean_distance_to_centroid_PC1_4
Yakut.DG	20	-0.0229350000	0.0291400000	-0.0107400000	-0.0165400000	0.0016400000	0.0009300000	0.0050900000	0.0215550000	-0.0329550000	0.0002300000	0.0018061929629631	0.0021349269114449
