control	pair	scope	reference_AF_filter	IBS0	all_filtered_sites	jointly_homozygous_sites	IBS0_per_all_site	IBS0_per_jointly_homozygous_site	provenance_status
same_individual_read_set	ORT15_fullUDG_collapsed_vs_collapsed_plus_truncated	chromosome_1	0.1_to_0.9_inclusive	5	408169	267326	0.00001225	0.00001870	PARTIAL_EXTERNAL_DATA_exact_original_output_recovered_and_counts_reverified
