PairIndividuals	Rel	Zup	Zdown	P0_mean	Nonnormalized_P0	Nonnormalized_P0_serr	1st_Type	Perc_Win_1stdeg_P0	OverlapNSNPs	NSNPsXNorm	KinshipCoefficient	KinshipCoefficient_95percCI[min,max]
ORT11,ORT3	Unrelated	NA	16.33305976855857	0.9902342119386336	0.24431056535637263	0.0012686283780649515	N/A	0.8719512195121951	455801	112455.21378421226	0.00976578806136641	0.9801559377063555,1.0003124861709116
ORT11,ORT4	Unrelated	NA	15.32635190302682	0.9905279099640025	0.24438302652743382	0.001356685819668484	N/A	0.8963414634146342	313336	77306.25177717893	0.009472090035997471	0.9797500872587296,1.0013057326692754
ORT11,ORT5	Unrelated	NA	21.453351398062264	1.0255593259407718	0.2530259767904461	0.0013720930595373833	N/A	0.9207317073170732	272474	67224.77993826133	-0.025559325940771815	1.0146591045951674,1.0364595472863762
ORT11,ORT6	Unrelated	NA	17.40541862436977	0.9954788903761017	0.24560453231764504	0.0012648101467363534	N/A	0.8841463414634146	522470	128903.78815719445	0.0045211096238982895	0.9854309490475149,1.0055268317046886
ORT11,ORT7	Unrelated	NA	16.817394955948718	0.9934326627265874	0.2450996870720723	0.001279015263366669	N/A	0.9024390243902439	404566	99814.51558865298	0.006567337273412632	0.9832718726998497,1.003593452753325
ORT11,ORT8	Unrelated	NA	13.719389229212597	0.9745944238557138	0.24045191714716616	0.001229058716252026	N/A	0.8414634146341463	491329	121220.6812477007	0.02540557614428618	0.9648305000746195,0.9843583476368082
ORT11,ORT9	Unrelated	NA	14.64585428044712	0.9809219209736585	0.24201303711205754	0.00125790237468803	N/A	0.8780487804878049	418651	103289.56651252246	0.01907807902634151	0.9709288565674555,0.9909149853798614
ORT12,ORT13	Unrelated	NA	15.77828749403183	0.9987224551656088	0.24640478455892348	0.0014459618849133645	N/A	0.8475609756097561	220710	54453.56687307287	0.0012775448343912421	0.9872354029621837,1.0102095073690338
ORT12,ORT14	Unrelated	NA	12.215746664973349	0.9838592527920345	0.24273773556070208	0.0015674648347330977	N/A	0.8292682926829268	170126	41973.48338475101	0.016140747207965545	0.9714069533424601,0.9963115522416088
ORT12,ORT15	Unrelated	NA	15.350069682660992	1.0042952380410666	0.24777970144070438	0.0015758703189914596	N/A	0.8658536585365854	195807	48309.49920128576	-0.004295238041066574	0.9917761635004761,1.016814312581657
ORT12,ORT16	Unrelated	NA	19.914646088015978	1.0176500799067036	0.2510746077639783	0.0013801212137618357	N/A	0.8963414634146342	298481	73641.22646840499	-0.017650079906703642	1.0066860810662457,1.0286140787471616
