PairIndividuals	Rel	Zup	Zdown	P0_mean	Nonnormalized_P0	Nonnormalized_P0_serr	1st_Type	Perc_Win_1stdeg_P0	OverlapNSNPs	NSNPsXNorm	KinshipCoefficient	KinshipCoefficient_95percCI[min,max]
ORT18,ORT26	Unrelated	NA	16.5525252342107	0.99758427877905	0.24612397370314518	0.001361362761932164	N/A	0.823170731707317	304371	75094.407152934	0.002415721220950018	0.9867693013738532,1.0083992561842468
ORT18,ORT27	Unrelated	NA	11.897888867365038	0.9760225251458562	0.24080425826947274	0.0014468344954323693	N/A	0.8048780487804879	272599	67255.61993581076	0.02397747485414381	0.9645285407247222,0.9875165095669902
ORT18,ORT3	Unrelated	NA	12.478242665777307	0.9771106543301713	0.24107272148049466	0.0014010578024014856	N/A	0.823170731707317	276232	68151.95362458732	0.022889345669828698	0.9659803304370445,0.9882409782232981
ORT18,ORT4	Unrelated	NA	11.907555039346276	0.9808915149412907	0.24200553533634783	0.0015465436054797868	N/A	0.8353658536585366	190413	46978.69162703287	0.019108485058709324	0.9686054185259042,0.9931776113566771
ORT18,ORT5	Unrelated	NA	16.978874912007633	1.0130498644013932	0.24993964268469337	0.0015519085091268545	N/A	0.8719512195121951	165680	40876.56635191298	-0.013049864401393219	1.0007211479633746,1.0253785808394118
ORT18,ORT6	Unrelated	NA	14.559464601466575	0.9863185968120396	0.24334450486910333	0.0013568165572355748	N/A	0.8109756097560976	316280	78032.59539946304	0.013681403187960406	0.9755397354976071,0.9970974581264721
ORT18,ORT7	Unrelated	NA	12.612771905717945	0.9790497901752152	0.24155114503816794	0.0014240456371590357	N/A	0.8109756097560976	245625	60600.59518462473	0.020950209824784793	0.9677368456607159,0.9903627346897145
ORT18,ORT8	Unrelated	NA	14.18522170127651	0.9842183527032135	0.24282633268374818	0.001356083877678758	N/A	0.8475609756097561	298139	73556.84823510975	0.01578164729678655	0.9734453119628952,0.9949913934435317
ORT18,ORT9	Unrelated	NA	9.409775895021314	0.9615940086757029	0.23724445496882154	0.0014510943605679117	N/A	0.7560975609756098	253380	62513.90863259121	0.03840599132429712	0.9500661829108225,0.9731218344405833
ORT2,ORT3	Unrelated	NA	14.315822861955704	0.9947986907820452	0.24543671348713444	0.0015260548739984671	N/A	0.8475609756097561	190159	46916.02475201243	0.005201309217954808	0.9826753615395444,1.006922020024546
ORT2,ORT4	Unrelated	NA	14.71892110765783	1.0062390837767805	0.2482592870225114	0.001676026701191329	N/A	0.8780487804878049	129401	31925.812183147584	-0.006239083776780507	0.9929243440095752,1.0195538235439858
ORT2,ORT5	Unrelated	NA	19.457109741902357	1.0441656279615907	0.2576165232602538	0.0017487973022851798	N/A	0.8841463414634146	112617	27784.864032190875	-0.04416562796159074	1.0302727818816524,1.058058474041529
ORT2,ORT6	Second Degree	0.5825619264169734	15.500856110033917	0.9028542553592891	0.22275218418216422	0.0014381270268328224	N/A	0.5182926829268293	218045	53796.05812531908	0.09714574464071091	0.8914294450619036,0.9142790656566746
ORT2,ORT7	Unrelated	NA	16.27917156365373	1.0103818075510316	0.2492813797508783	0.0015781759788619	N/A	0.8650306748466258	169074	41713.93396537503	-0.010381807551031574	0.9978444163206505,1.0229191987814128
ORT2,ORT8	Unrelated	NA	17.68510863487376	1.01113784427825	0.2494679091173958	0.0014632608381617825	N/A	0.8780487804878049	202503	49961.53619001349	-0.011137844278249931	0.9995133652303814,1.0227623233261185
ORT2,ORT9	Unrelated	NA	15.609343784072736	1.0037478921040186	0.2476446602618464	0.001541043516066494	N/A	0.8597560975609756	172162	42475.80526483608	-0.003747892104018602	0.991505489657936,1.0159902945501011
ORT21,ORT2	Unrelated	NA	12.96106473355298	1.018821511658955	0.2513636233829283	0.0021428518197028176	N/A	0.8466257668711656	70034	17278.78710701276	-0.01882151165895496	1.0017982062911197,1.0358448170267902
ORT21,ORT23	Second Degree	2.1532274535193796	12.352799554418864	0.892334055016789	0.2201566405599067	0.0015945095200369408	N/A	0.5121951219512195	150025	37014.1650588227	0.10766594498321103	0.8796669063964642,0.9050012036371138
ORT21,ORT24	First Degree	8.810316105438215	25.41006569825913	0.7642265973464042	0.18854997111496244	0.001351825838458145	Parent-offspring	0.11585365853658537	173100	42707.22860644699	0.2357734026535958	0.7534873834443462,0.7749658112484622
ORT21,ORT26	Unrelated	NA	19.098804649460057	1.0182644006685884	0.25122617297030697	0.001447011540470414	N/A	0.8902439024390244	218974	54025.26098710643	-0.018264400668588365	1.0067690097611455,1.0297597915760313
ORT21,ORT27	Unrelated	NA	15.713319129369376	1.0011327215144903	0.24699944542526725	0.0014897847487972782	N/A	0.8711656441717791	196547	48492.07198677837	-0.001132721514490287	0.9892975304490451,1.0129679125799353
ORT21,ORT3	Unrelated	NA	16.15007698512567	1.0024613545529133	0.24732724574245968	0.0014697925917612426	N/A	0.8588957055214724	198765	49039.296903295406	-0.0024613545529132974	0.9907849857592915,1.014137723346535
ORT21,ORT4	Unrelated	NA	14.920195343427833	1.0048852671551725	0.2479252734121693	0.001631030332960114	N/A	0.8902439024390244	137247	33861.57714933004	-0.004885267155172457	0.9919279888371446,1.0178425454732003
ORT21,ORT5	Unrelated	NA	16.67856202193588	1.0201841871920625	0.25169982266374186	0.0016853875288183225	N/A	0.8834355828220859	118983	29355.48342738811	-0.020184187192062497	1.0067950828674366,1.0335732915166884
ORT21,ORT6	Unrelated	NA	17.41998574799824	1.0086042530424368	0.24884282153736598	0.0014496475295290982	N/A	0.8719512195121951	227493	56127.068500094996	-0.008604253042436838	0.9970879212345174,1.0201205848503563
ORT21,ORT7	Unrelated	NA	16.274486452065936	1.007019718538895	0.24845188521571626	0.0015276612909166161	N/A	0.8597560975609756	176505	43547.310139693385	-0.007019718538894937	0.9948836275526776,1.0191558095251123
ORT21,ORT8	Unrelated	NA	15.48026595058208	0.995050276012216	0.24549878459018995	0.0014152729951010885	N/A	0.8719512195121951	214331	52879.740118130496	0.004949723987784038	0.9838070233743375,1.0062935286500945
ORT21,ORT9	Unrelated	NA	15.213004990426901	0.9987293762712938	0.2464064921339824	0.0014998029590466784	N/A	0.8536585365853658	182621	45056.24953979177	0.0012706237287062327	0.9868145982503967,1.010644154292191
ORT23,ORT2	Third Degree	6.394416076317317	0.6353709144097417	0.9104866876339558	0.22463525772333934	0.0016451421780333546	N/A	0.5670731707317073	143526	35410.731906232875	0.0895133123660442	0.897417301588377,0.9235560736795346
ORT23,ORT24	Second Degree	3.4143231625300925	14.322154953490813	0.8882028547666933	0.21913739091519355	0.0013040919403936103	N/A	0.5	357520	88207.32739097011	0.11179714523330675	0.8778428498774462,0.8985628596559403
ORT23,ORT26	Unrelated	NA	12.700074542954152	0.9731602605861758	0.2400980804134219	0.0012998426209421062	N/A	0.7682926829268293	447388	110379.55858914561	0.026839739413824226	0.9628340132633472,0.9834865079090044
ORT23,ORT27	Unrelated	NA	18.299148484343185	1.0028940323197608	0.24743399599261384	0.0013030122018883351	N/A	0.9024390243902439	407248	100476.2185760735	-0.0028940323197608198	0.9925426051203585,1.0132454595191631
ORT23,ORT3	Unrelated	NA	17.999133969028264	1.000316885035956	0.24679816226527745	0.0012894053720509172	N/A	0.8963414634146342	412029	101655.786802344	-0.00031688503595606043	0.9900735536074703,1.0105602164644418
ORT23,ORT4	Unrelated	NA	18.26051178347198	1.010559486882488	0.2493252167920519	0.001409338076821988	N/A	0.8963414634146342	278608	68738.16029800683	-0.01055948688248809	0.9993633825939584,1.0217555911710177
ORT23,ORT5	Unrelated	NA	22.759443013477792	1.0374050154949155	0.25594854508501463	0.0014217642686819773	N/A	0.9207317073170732	242076	59724.985974201394	-0.03740501549491548	1.0261101946938174,1.0486998362960136
ORT23,ORT6	Unrelated	NA	12.59453135097242	0.9722511069160387	0.23987377403774926	0.0012929255841777495	N/A	0.7804878048780488	472486	116571.73665710982	0.027748893083961335	0.9619798101166188,0.9825224037154585
ORT23,ORT7	Unrelated	NA	17.40727602069679	1.0023760866370175	0.24730620844392154	0.0013624317890045124	N/A	0.9024390243902439	365470	90168.7512351137	-0.002376086637017494	0.9915526166360511,1.013199556637984
ORT23,ORT8	Unrelated	NA	18.60318286894359	1.0040018005948979	0.24770730455973836	0.0012964083886232108	N/A	0.8902439024390244	436604	107718.93032056141	-0.004001800594897853	0.9937028355997277,1.014300765590068
ORT23,ORT9	Unrelated	NA	17.821505154606267	1.0011563298836224	0.2470052700816367	0.001313878241212212	N/A	0.8963414634146342	373239	92085.5187628057	-0.0011563298836223534	0.9907185803805272,1.0115940793867175
ORT24,ORT2	First Degree	5.738701171684436	26.626270641380795	0.7792539809425552	0.19225752690119924	0.001429322929472368	Parent-offspring	0.11042944785276074	165606	40858.30907336372	0.22074601905744484	0.7678991124099138,0.7906088494751965
ORT24,ORT26	Third Degree	0.12874112614235564	9.076923622520333	0.9524694536106098	0.23499324492204485	0.0012562915766311507	N/A	0.6585365853658537	515168	127102.23886034709	0.04753054638939025	0.9424891857528924,0.9624497214683271
ORT24,ORT27	Unrelated	NA	17.894876765002085	0.9999654040173934	0.2467114448752683	0.001292071632878739	N/A	0.9263803680981595	469127	115743.00424296162	3.459598260657781e-05	0.9897008912025677,1.010229916832219
ORT24,ORT3	Unrelated	NA	18.573781582154254	1.0024628972930636	0.2473276263672793	0.0012780189122466202	N/A	0.9141104294478528	474391	117041.7382197631	-0.002462897293063593	0.9923100225076946,1.0126157720784326
ORT24,ORT4	Unrelated	NA	18.984656969894402	1.0104446155128541	0.24929687572998782	0.0013540878582849927	N/A	0.8902439024390244	321067	79213.64394561591	-0.010444615512854138	0.9996874316075012,1.021201799418207
ORT24,ORT5	Unrelated	NA	22.906562844003663	1.0352309251501834	0.25541215355778446	0.0013892163368703064	N/A	0.8780487804878049	279556	68972.05083942169	-0.035230925150183445	1.0241946725698214,1.0462671777305455
ORT24,ORT6	Third Degree	3.741764472890699	5.556753842100458	0.9342622948113704	0.23050117506004023	0.001243746443171495	N/A	0.676829268292683	543802	134166.81877898952	0.06573770518862965	0.9243816883655156,0.9441429012572251
ORT24,ORT7	Unrelated	NA	18.63226572420033	1.0045420302630041	0.24784059001286254	0.0013015383173725693	N/A	0.9024390243902439	420601	103770.67047429353	-0.004542030263004149	0.9942023119395764,1.0148817485864319
ORT24,ORT8	Unrelated	NA	19.821362325716276	1.0074985200672104	0.24857001511939555	0.0012602581233096257	N/A	0.9146341463414634	503327	124180.82757248494	-0.007498520067210412	0.997486741054712,1.0175102990797087
ORT24,ORT9	Unrelated	NA	17.43406875720047	0.9970135302642175	0.24598315864075498	0.0012844492424155486	N/A	0.9146341463414634	428944	105829.0552707325	0.0029864697357825376	0.9868095714640439,1.007217489064391
ORT26,ORT2	Second Degree	3.0775433814522404	12.835540184271059	0.8881190267779013	0.2191167088754422	0.0014535208130178117	N/A	0.47560975609756095	206908	51048.33770365531	0.11188097322209867	0.8765719247193288,0.8996661288364739
ORT26,ORT27	Unrelated	NA	19.988909641308595	1.0068708455912818	0.24841515528499974	0.0012419473346534325	N/A	0.8536585365853658	587597	144971.92032040688	-0.006870845591281816	0.9970045316753217,1.0167371595072419
ORT26,ORT3	Unrelated	NA	21.13172322746632	1.0108527064915973	0.2493975599282629	0.0012212718015050844	N/A	0.8597560975609756	593835	146510.9595581135	-0.010852706491597308	1.0011506437437259,1.0205547692394688
ORT26,ORT4	Unrelated	NA	19.80809331353174	1.0080056554207126	0.24869513554386946	0.0012674189743124254	N/A	0.8719512195121951	407322	100494.47585462275	-0.008005655420712632	0.9979369889686847,1.0180743218727406
ORT26,ORT5	Unrelated	NA	24.235428908458875	1.0348780793120707	0.2553250994395227	0.0013094514368218156	N/A	0.9207317073170732	353984	87334.92554029191	-0.03487807931207065	1.0244754973563759,1.0452806612677654
ORT26,ORT6	Third Degree	1.3931460913671354	8.067016717147412	0.9462219768327815	0.23345186757389824	0.0012224947197130966	N/A	0.6707317073170732	682222	168317.79846532337	0.05377802316721847	0.936510198942732,0.955933754722831
ORT26,ORT7	Unrelated	NA	21.138166292136336	1.01217812475188	0.24972456709545554	0.001236369536549142	N/A	0.8292682926829268	526444	129884.25335928584	-0.01217812475187996	1.002356122140853,1.022000127362907
ORT26,ORT8	Unrelated	NA	22.123034152846902	1.0127141812818559	0.24985682295202202	0.0011873073348437444	N/A	0.8963414634146342	640815	158101.86423709028	-0.012714181281855863	1.0032819400318198,1.022146422531892
ORT26,ORT9	Unrelated	NA	18.90947410185086	1.0015332462979236	0.24709826289198383	0.0012432011875113218	N/A	0.8475609756097561	546483	134828.27504642963	-0.0015332462979236183	0.9916569714878457,1.0114095211080016
ORT27,ORT2	Unrelated	NA	15.682989014992378	1.0023457669373224	0.24729872796820718	0.001511749176907169	N/A	0.8902439024390244	187967	46375.21455498568	-0.0023457669373223577	0.990336085427178,1.0143554484474668
ORT27,ORT3	Unrelated	NA	14.691303845018554	0.9814132096665434	0.2421342478487346	0.0012622613902083465	N/A	0.8841463414634146	540031	133236.4377329184	0.01858679033345656	0.9713855162432413,0.9914409030898456
ORT27,ORT4	Unrelated	NA	15.050356877337338	0.9874458755121314	0.24362262704789017	0.0013310411824657027	N/A	0.8536585365853658	365315	90130.5096381524	0.012554124487868634	0.9768717796750144,0.9980199713492484
ORT27,ORT5	Unrelated	NA	21.140621843220348	1.0235029409568979	0.2525186255275393	0.0013683913135917642	N/A	0.9207317073170732	317038	78219.60914460277	-0.023502940956897866	1.012632127128438,1.0343737547853578
ORT27,ORT6	Unrelated	NA	15.396069828358602	0.9829127840152556	0.24250422280265033	0.0012285109628733454	N/A	0.8719512195121951	619849	152929.13312811992	0.017087215984744386	0.9731532117123857,0.9926723563181256
ORT27,ORT7	Unrelated	NA	13.248388564696373	0.9771439246992033	0.24108092994528998	0.0013202320890972894	N/A	0.8658536585365854	479254	118241.53748442602	0.022856075300796697	0.9666556987740738,0.9876321506243328
ORT27,ORT8	Unrelated	NA	17.977728422524844	0.9992268328044727	0.24652922460009588	0.001275981137750771	N/A	0.8902439024390244	573575	141512.41275530233	0.0007731671955273356	0.989090146566158,1.0093635190427874
ORT27,ORT9	Unrelated	NA	14.010007625412229	0.9792153658369478	0.24159199586218458	0.0012849396024726739	N/A	0.8475609756097561	489147	120682.3382504779	0.020784634163052207	0.969007511504234,0.9894232201696616
ORT3,ORT4	Unrelated	NA	16.759407660455828	0.9980905075989519	0.24624887046766697	0.001352010088505863	N/A	0.8780487804878049	369622	91193.13259371548	0.0019094924010480963	0.9873498299723388,1.008831185225565
ORT3,ORT5	Unrelated	NA	21.59221484492157	1.0294021872399428	0.2539740874548399	0.0014071787187981731	N/A	0.9024390243902439	321080	79216.85130536105	-0.029402187239942812	1.0182232373858449,1.0405811370940408
ORT3,ORT6	Unrelated	NA	17.295925218225317	0.992028001876545	0.24475312917468764	0.0012235914918872941	N/A	0.9024390243902439	628041	154950.2632075192	0.007971998123454949	0.9823075109772857,1.0017484927758042
ORT3,ORT7	Unrelated	NA	14.168690888340318	0.980055170633671	0.2417991924851681	0.0012851723843311834	N/A	0.8597560975609756	485440	119767.74728315209	0.01994482936632902	0.969845467028588,0.990264874238754
ORT3,ORT8	Unrelated	NA	16.797165942204348	0.9915964772030113	0.24464666341569324	0.0012535853521240888	N/A	0.8536585365853658	580339	143181.22670269693	0.00840352279698875	0.9816377082122496,1.001555246193773
ORT3,ORT9	Third Degree	6.852102933885039	2.1631286813289106	0.9174972603328546	0.2263649060821723	0.0012828288362018742	N/A	0.6463414634146342	494741	122062.48982080987	0.08250273966714539	0.9073061744105636,0.9276883462551456
ORT4,ORT5	Unrelated	NA	19.77521737128192	1.0222170077091786	0.25220136010187216	0.0014468300060293696	N/A	0.9024390243902439	221454	54637.126538487064	-0.02221700770917856	1.0107230589528895,1.0337109564654676
ORT4,ORT6	Unrelated	NA	16.026998543291693	0.9905307444077914	0.24438372584134985	0.0012974196978825514	N/A	0.8658536585365854	423813	104563.13505132361	0.00946925559220857	0.98022374534037,1.0008377434752127
ORT4,ORT7	Unrelated	NA	15.466749311977521	0.9932796802091723	0.24506194322837482	0.001388265922070553	N/A	0.8658536585365854	327558	80815.10333836258	0.006720319790827656	0.9822509779415355,1.0043083824768093
ORT4,ORT8	Unrelated	NA	17.96695739898982	0.9990572686252713	0.24648738972912757	0.0012744176427482762	N/A	0.9024390243902439	398564	98333.70226631968	0.000942731374728667	0.9889330031491502,1.0091815341013926
ORT4,ORT9	Unrelated	NA	12.631916948977146	0.9736310340100608	0.2402142296233335	0.0013160510362072457	N/A	0.823170731707317	340009	83887.01381426594	0.026368965989939208	0.9631760233261588,0.9840860446939628
ORT5,ORT6	Unrelated	NA	21.975896334680627	1.0221299666443306	0.25217988533205926	0.0013009664162636544	N/A	0.9024390243902439	368368	90883.74573829962	-0.022129966644330645	1.0117947916342238,1.0324651416544375
ORT5,ORT7	Unrelated	NA	20.905808673680628	1.0236922441780771	0.2525653304145574	0.0013859950903352374	N/A	0.9146341463414634	285051	70327.77713169451	-0.023692244178077138	1.0126815819175532,1.034702906438601
ORT5,ORT8	Unrelated	NA	23.12775945150151	1.0287401740309658	0.2538107555688996	0.001306688328323534	N/A	0.9390243902439024	346388	85460.84056920832	-0.028740174030965848	1.018359542841674,1.0391208052202576
ORT5,ORT9	Unrelated	NA	19.5371662585402	1.0142170176402205	0.25022760270889527	0.0013634331674842073	N/A	0.8963414634146342	295471	72898.59932741478	-0.014217017640220542	1.0033855924593897,1.0250484428210513
ORT6,ORT7	Unrelated	NA	16.345614327284647	0.9883749773975032	0.24385185504683446	0.0012395907799968345	N/A	0.8658536585365854	556428	137281.90525146207	0.01162502260249676	0.9785273844911652,0.9982225703038413
ORT6,ORT8	Unrelated	NA	18.565736140929523	0.9981616638959161	0.24626642614785899	0.0012214136699120084	N/A	0.8780487804878049	665783	164261.96870760308	0.0018383361040839041	0.9884584741129455,1.0078648536788868
ORT6,ORT9	Unrelated	NA	17.26259113729978	0.9919887677816481	0.24474344933956385	0.00122539350772832	N/A	0.8841463414634146	567958	140126.58662542125	0.008011232218351871	0.9822539612560551,1.0017235743072412
ORT7,ORT8	Unrelated	NA	18.987384462366876	1.0016931506438935	0.24713771448908667	0.0012401777771135446	N/A	0.9146341463414634	514187	126860.20655957918	-0.0016931506438935262	0.991840894498093,1.011545406789694
ORT7,ORT9	Unrelated	NA	11.444106818798616	0.9657738931492982	0.2382757159842021	0.001283257311678565	N/A	0.823170731707317	439046	108321.42051268702	0.03422610685070182	0.9555794033197396,0.9759683829788568
ORT8,ORT9	Unrelated	NA	17.09846184212519	0.9937130889505762	0.24516887382455718	0.0012620370060449167	N/A	0.9207317073170732	533416	131604.3850626027	0.0062869110494238045	0.9836871780864314,1.003738999814721
